COMPANY_NAME,STATE,CITY,TRANSACTION_QUARTER,QUARTERLY_CARD_REVENUE,QUARTERLY_CARD_TRANSACTIONS,avg_basket_size,QoQ_revenue_growth_L1,QoQ_revenue_growth_L2,QoQ_revenue_growth_L3,QoQ_revenue_growth_L4,QoQ_revenue_growth_L5,QoQ_revenue_growth_L6,QoQ_revenue_growth_L7,QoQ_revenue_growth_L8,QoQ_transactions_growth_L1,QoQ_transactions_growth_L2,QoQ_transactions_growth_L3,QoQ_transactions_growth_L4,QoQ_transactions_growth_L5,QoQ_transactions_growth_L6,QoQ_transactions_growth_L7,QoQ_transactions_growth_L8,QoQ_basket_size_growth_L1,QoQ_basket_size_growth_L2,QoQ_basket_size_growth_L3,QoQ_basket_size_growth_L4,QoQ_basket_size_growth_L5,QoQ_basket_size_growth_L6,QoQ_basket_size_growth_L7,QoQ_basket_size_growth_L8
ADORAMA INC,NY,NEW YORK,2020-03-31,53232258.6224,163486.18,325.60708570228996,-0.38861624079830615,-0.21548461283840514,-0.2504410017677715,0.0921157829453656,0.026367714484208715,-0.12966991654564175,0.3187461794720612,1.2085765770674644,-0.22659685297181753,-0.08739243578076861,-0.1477240536148261,0.13270320611897102,0.09759984639016905,-0.04495940120961006,0.30211845102505697,0.7975786163522012,-0.2094889171954516,-0.14035844330002234,-0.12052076394811684,-0.03583235480781577,-0.06489808844291611,-0.08869833957145079,0.012769751042168487,0.22863976961925325
ADORAMA INC,NY,NEW YORK,2020-06-30,89486857.0596,257474.36,347.55638215626595,0.6810644405372677,0.02777549711596694,0.3188209204116843,0.2600569780129358,0.835917007658971,0.7253902677349102,0.46308095482495415,1.2168973084048598,0.5748998478036491,0.21803249854554774,0.4372655139933266,0.34224925824872154,0.783894106923473,0.728609831029186,0.504093293681291,1.0507061503416857,0.06741037716250653,-0.15620026695245548,-0.08240968173831253,-0.06123473693926618,0.029162549802475235,-0.0018625158994721724,-0.027267150933143802,0.08104094193869904
ADORAMA INC,NY,NEW YORK,2020-09-30,100444719.2034,278641.22,360.4804745091197,0.1224521958180056,0.886914472592623,0.15362886354575944,0.48031343800681814,0.41435372182642016,1.060729076586434,0.9366680946620665,0.6422384304027737,0.08220958389798505,0.7043717089725872,0.3181664434252003,0.5554225138496414,0.45259501125672785,0.9305472991717192,0.8707181259600614,0.6277441774985797,0.037185599276502,0.10710267171125154,-0.12482306820972999,-0.0482885358634354,-0.026326188052389732,0.06743257596981334,0.0352538246071461,0.008904502995346508
ADORAMA INC,NY,NEW YORK,2020-12-31,132781918.5264,370247.02,358.63062051492,0.3219402630567103,0.48381475100823623,1.4943882142646059,0.5250284433454948,0.9568859356451165,0.869691131086455,1.7241607375912822,1.5601595305111098,0.32875896825315376,0.43799569013396145,1.2646991935342795,0.7515254833515985,1.0667816147005764,0.9301486484471679,1.5652320374113264,1.4857334869431646,-0.005131634374146654,0.03186314200288498,0.10142142558538847,-0.1293141562363651,-0.05317237112706796,-0.03132272605498643,0.06195490227088274,0.029941280494825362
ADORAMA INC,NY,NEW YORK,2021-03-31,88667180.602,229892.52000000002,385.68971535915995,-0.33223452721560887,-0.1172539352472135,-0.009159741268531474,0.6656663252062176,0.01836133948024843,0.30674086200118666,0.24851518211072965,0.8191004828783182,-0.37908340221077264,-0.17495150215032784,-0.10712460844644867,0.40618931826531157,0.08755124406380643,0.28329900857320767,0.1984613320212909,0.5927951492093686,0.07545115585888529,0.06993233373976393,0.10971840875518368,0.18452494523354734,-0.0636199029344301,0.01826686787052223,0.04176509391839889,0.14208062711723035
ADORAMA INC,NY,NEW YORK,2021-06-30,81183624.3218,194643.02,417.0898310239946,-0.08440052147131427,-0.3885942813391502,-0.19175816343909924,-0.09278717580023943,0.525083218761605,-0.06758888861811063,0.1964512518204118,0.14313984967573123,-0.15333034759025665,-0.4742887599743545,-0.3014564751044372,-0.24402950258814116,0.1905778213179854,-0.079203366210713,0.08653032552644602,0.014700839408984478,0.08141289335546409,0.16300674611983546,0.15703862072408237,0.20006379522176476,0.280960548276733,0.012613510048148369,0.10116691979186765,0.12657820441102263
ADORAMA INC,NY,NEW YORK,2021-09-30,72513588.433,166743.72,434.8804766560324,-0.10679537851664822,-0.18218231435043097,-0.45388958649077904,-0.2780746563076115,-0.18967331275581023,0.36221137914457113,-0.16716608619126816,0.06867578750553327,-0.14333573328239557,-0.27468836306635824,-0.5496419660582279,-0.401582723475012,-0.35238708817452735,0.01992547626961505,-0.2111864269188619,-0.06920829541644713,0.04265423011719105,0.1275397277603456,0.21261390349667653,0.2063912123069247,0.25125159249846374,0.335598934273972,0.0558057597255186,0.14813634698610856
ADORAMA INC,NY,NEW YORK,2021-12-31,111885682.7088,248099.28,450.97141236685576,0.54296160384034,0.3781804353215563,0.261861287898854,-0.15737260049790103,0.11390308615659639,0.25030296498492466,1.101839854334469,0.2850307513829484,0.48790779047030974,0.2746374362666588,0.07919683511233844,-0.32990877279714503,-0.10961027230644471,-0.03641170328571741,0.5175550618407012,0.17368186061614632,0.037000823386124315,0.0812332951385526,0.1692596260880448,0.2574816163755156,0.2510286804880655,0.297548931684106,0.385017194555739,0.09487144217117538
ADORAMA INC,NY,NEW YORK,2022-03-31,86924711.6738,191568.52000000002,453.7525877101311,-0.22309352216194478,0.19873686507895516,0.07071730783098795,-0.019651791298309185,-0.3453573149229845,-0.13460147668113898,-0.02863152724308493,0.6329329982106433,-0.22785539724258763,0.1488799698123564,-0.015795583114154188,-0.1667039884551268,-0.48259267556022456,-0.31249037741077923,-0.25597049741185873,0.1717719503874886,0.0061670768190797975,0.043396087125395555,0.08790134392901883,0.1764705400235782,0.26523660210228406,0.25874387046350744,0.3055510156223169,0.39355870199031084
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2017-03-31,70469745.74000001,1929367.44,36.524792675054165,,,,,,,,,,,,,,,,,,,,,,,,
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2017-06-30,122684295.33000001,2089727.6400000001,58.70827038972409,0.7409498791530618,,,,,,,,0.0831154277175945,,,,,,,,0.607353966715898,,,,,,,
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2017-09-30,114878780.61,1959097.1400000001,58.63863422821392,-0.06362277012721551,0.6301858251887029,,,,,,,-0.06251077772029656,0.01540903997011589,,,,,,,-0.001186138870178044,0.6054474216978416,,,,,,
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2017-12-31,136439924.82,1672610.94,81.57301949728966,0.18768604694018776,0.11212217059241092,0.9361489584962985,,,,,,-0.1462337901223214,-0.19960337989308508,-0.1330780724691819,,,,,,0.3911139058904085,0.3894638516137867,1.23336023349977,,,,,
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2018-03-31,1734261.329,1981.98,875.0145455554546,-0.9872891946306189,-0.9849035538174137,-0.9858640315426263,-0.9753899874224238,,,,,-0.9988150382419476,-0.9989883196909777,-0.999051560613899,-0.998972730668659,,,,,9.726764203996735,13.922150849387318,13.904451106238199,22.956728607335126,,,,
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2018-06-30,9166008.852,8288.279999999999,1105.9,4.285252400389538,-0.9328201854105946,-0.9202114715761345,-0.9252878387788348,-0.8699298719507484,,,,3.1818181818181808,-0.9950447053754174,-0.9957693368895429,-0.9960337989308502,-0.9957041464325738,,,,0.26386470444097676,12.557178670292382,17.859579772884572,17.83720969224073,29.278063720682297,,,
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2018-09-30,7221735.121,7927.92,910.9243182322728,-0.21211781074985148,3.1641562319585113,-0.9470702206078803,-0.9371360395483571,-0.9411356188534583,-0.8975200627565085,,,-0.04347826086956508,3.0,-0.9952601529677906,-0.9959532787639106,-0.9962062424555957,-0.9958909226746357,,,-0.176304983965754,0.041039057989627814,10.166980502205622,14.5345418634253,14.516115739490683,23.93989018189333,,
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2018-12-31,11091246.566,12252.240000000002,905.2423529085293,0.5358146456726018,0.2100410053149706,5.3953721279107185,-0.9187096696173627,-0.9034526088533836,-0.9095952213266871,-0.8426098114938367,,0.5454545454545456,0.47826086956521774,5.1818181818181825,-0.9926747818593127,-0.9937459762714982,-0.9941369201586481,-0.9936496077698916,,-0.0062375822118458935,-0.18144284934575527,0.03454549127967499,10.097325543265034,14.437643881428821,14.419332691957093,23.78432556652936,
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2019-03-31,22870715.867,20540.52,1113.4438596004384,1.0620509814568302,2.1669280974449627,1.4951662426127448,12.187583373139955,-0.8323751944515327,-0.8009143573290232,-0.8135807374083077,-0.6754534073191905,0.6764705882352939,1.5909090909090908,1.4782608695652177,9.363636363636363,-0.9877194872347301,-0.9895153131610411,-0.9901707190894982,-0.9893537542024654,0.2299953222724953,0.22232312532963472,0.006821466317423086,0.27248611495210073,12.64965850795107,17.98822976106606,17.965707083670587,29.484604512509726
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2019-06-30,19810263.072,18558.54,1067.447281521068,-0.13381534766106318,0.786116912478348,1.7431445130677758,1.161274704385372,10.422882319253976,-0.8548059660826189,-0.8275550718173661,-0.8385264958427341,-0.0964912280701754,0.5147058823529411,1.3409090909090908,1.2391304347826093,8.363636363636363,-0.9889044489927825,-0.9905269934700635,-0.9911191584755993,-0.04131019061515717,0.17918398105366684,0.17182872402895288,-0.03477052037158168,0.21991947098828857,12.085788513155808,17.203822370192018,17.182230108892917
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2019-09-30,20568289.347,19459.44,1056.982592870093,0.03826432149058134,-0.10067137965375872,0.8544614642371842,1.8481090766109252,1.2439744145034348,10.859971160666987,-0.8492502148902898,-0.8209565836459656,0.04854368932038833,-0.052631578947368474,0.5882352941176467,1.4545454545454541,1.347826086956522,8.818181818181817,-0.9883658300118496,-0.9900671387841442,-0.00980347117101954,-0.050708678523411765,0.16762388489007907,0.16034073491556233,-0.04423311974853705,0.20796002562348948,11.957502362717028,17.02536172238348
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2019-12-31,43544381.681,9009.0,4833.4312000222,1.117063842616119,1.1980718541060673,0.9039361047648664,2.926013313461487,5.029628745919772,3.7506370967008973,24.108316118718,-0.6808530806620829,-0.537037037037037,-0.5145631067961165,-0.5614035087719298,-0.26470588235294124,0.13636363636363624,0.0869565217391306,3.545454545454545,-0.9946138101906711,3.572857900050816,3.5280280194584988,3.3409743188638954,4.339378106307623,4.306073296409399,3.370586128964825,4.52382954611796,58.25281704427767
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2020-09-30,24325903.6,31711.68,767.0960226642045,-0.4413537944295973,0.18268968262779084,0.22794450086745432,0.06362668057538512,1.1932524405841436,2.368429219906306,1.65392538811395,13.02666552798399,2.52,0.6296296296296298,0.7087378640776698,0.5438596491228069,1.5882352941176467,3.0,2.8260869565217397,15.0,-0.8412936915993174,-0.2742586038420375,-0.28137338869688755,-0.3110599909909436,-0.1526070115924899,-0.1578926950234235,-0.3063604099247631,-0.12333340450100061
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2020-12-31,282977594.49,218558.34,1294.746265413619,10.632768062519165,5.498601738406896,12.757954767943493,13.28439357223696,11.372922480240614,24.51359694386944,38.18415585018242,29.872498495160738,5.892045454545454,23.259999999999998,10.231481481481483,10.776699029126213,9.640350877192983,16.838235294117645,26.568181818181817,25.369565217391308,0.6878542283622202,-0.7321268862981494,0.2249456842027182,0.21293696450157196,0.16283030729384196,0.4302758385681138,0.4213543754394282,0.17076251506792572
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2021-03-31,372174890.83,277297.02,1342.1525079137164,0.31520974832214876,14.299529955795762,7.547024356816012,17.09459622777447,17.78697367507629,15.272988261246716,32.55573141533927,50.535383753934276,0.26875515251442716,7.744318181818182,29.78,13.250000000000002,13.941747572815535,12.5,21.632352941176467,33.97727272727273,0.036614311055728654,0.7496538480962014,-0.7223188967896033,0.26979622651048873,0.2573478158108238,0.20540653787012708,0.4826444030169399,0.4733962866621886
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2021-06-30,366074069.90000004,274233.96,1334.8969248739288,-0.016392349619272495,0.29365037030497665,14.048734711749825,7.406918545354646,16.79798328018922,17.47901103430637,15.00623574831804,32.00567413424862,-0.011046133853151341,0.2547403132728774,7.647727272727273,29.44,13.092592592592595,13.776699029126213,12.350877192982457,21.38235294117647,-0.005405930396885972,0.031010446241745537,0.7401953411747497,-0.7238200215060892,0.2629317964917446,0.250550681033874,0.1988901940264498,0.47462933057089773
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2021-09-30,270442675.5,425044.62,636.2689063091776,-0.26123509492525254,-0.2733451875356865,-0.04429650698173204,10.117477070820916,5.210736381130059,12.148525428510933,12.651644832634558,10.824845233210208,0.5499342969776608,0.5328135152696556,0.944765045342127,12.40340909090909,46.18,20.842592592592595,21.90291262135922,19.69298245614035,-0.5233572761662714,-0.5259339735554986,-0.5085763726023065,-0.1705485525797027,-0.8683608227823217,-0.39803274850395065,-0.40393411709989,-0.4285577123416855
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2021-12-31,239171798.62,415675.26,575.3813652994407,-0.11562848512050017,-0.34665736175923567,-0.3573671827064562,-0.1548030541038048,8.83198003876,4.492598341897214,10.628181351643837,11.07312582123392,-0.022043238660449327,0.5157687253613665,0.49902534113060426,0.9018961253091509,12.107954545454545,45.14,20.361111111111114,21.398058252427184,-0.09569466683973116,-0.568969442825122,-0.5712995640161405,-0.5556029929033008,-0.24992263250032087,-0.8809579899892238,-0.4556378040842938,-0.4609744431785462
AGILENT TECHNOLOGIES INC,CA,SANTA CLARA,2022-03-31,223832206.8,500900.4,446.85970863668706,-0.0641362899326261,-0.17234879300696748,-0.3885603346307922,-0.3985832673966152,-0.20901085047597334,8.201393316382294,4.140323462157832,9.882392941085651,0.20502817511920246,0.17846545146248416,0.826544021024967,0.8063677712800519,1.2918384171475683,14.795454545454547,54.6,24.740740740740744,-0.22336777729301027,-0.29768733910195555,-0.6652477803266423,-0.6670574275263996,-0.6548669646141567,-0.4174657468765166,-0.9075481391698231,-0.5772307778283272
ALADDIN BAKERS INC,NY,BROOKLYN,2018-06-30,13774.475,42.9,321.08333333333337,,,,,,,,,,,,,,,,,,,,,,,,
ALADDIN BAKERS INC,NY,BROOKLYN,2018-09-30,7644.494,40.04,190.92142857142858,-0.4450246561121205,,,,,,,,-0.06666666666666665,,,,,,,,-0.4053835601201291,,,,,,,
ALADDIN BAKERS INC,NY,BROOKLYN,2018-12-31,11047.4936,37.18,297.1353846153846,0.44515694563956765,-0.19797352712172334,,,,,,,-0.0714285714285714,-0.1333333333333333,,,,,,,0.5563228645349187,-0.07458483898660395,,,,,,
ALADDIN BAKERS INC,NY,BROOKLYN,2019-03-31,8463.312,45.76,184.95000000000002,-0.2339156458076609,0.10711212540686144,-0.3855800674798858,,,,,,0.23076923076923062,0.1428571428571428,0.06666666666666665,,,,,,-0.3775564622187244,-0.03127689026899616,-0.42398131326239297,,,,,
ALADDIN BAKERS INC,NY,BROOKLYN,2019-06-30,37776.7962,188.76,200.13136363636363,3.463594890510949,2.419490209073305,3.9417000261887836,1.7425216714248632,,,,,3.125,4.076923076923077,3.7142857142857144,3.4000000000000004,,,,,0.08208360982083596,-0.3264640497279854,0.04823939949459044,-0.3766996201307129,,,,
ALADDIN BAKERS INC,NY,BROOKLYN,2019-09-30,66990.5808,265.98,251.86322580645157,0.773326156229204,6.915409570154095,5.063871428719361,7.763245912679112,3.8633854139631456,,,,0.40909090909090917,4.812500000000001,6.153846153846154,5.642857142857143,5.200000000000001,,,,0.2584895302271768,0.36179089378995166,-0.1523620583510572,0.31919830943556504,-0.21558299774787992,,,
ALADDIN BAKERS INC,NY,BROOKLYN,2019-12-31,83400.2884,386.1,216.00696296296297,0.24495544603488506,1.2077120557936571,8.85433225195999,6.549249759239508,9.909850723932808,5.054698157280042,,,0.4516129032258065,1.0454545454545459,7.4375,9.384615384615385,8.642857142857144,8.0,,,-0.14236402606485687,0.0793258939435657,0.16792085949155422,-0.2730352083695289,0.13139192692636525,-0.3272557603022177,,
ALADDIN BAKERS INC,NY,BROOKLYN,2020-03-31,105745.8974,440.44000000000005,240.0914935064935,0.26793203511272257,0.5785188923156792,1.7992288398453442,11.494623546904569,8.571935610806781,12.832949231172137,6.6769457565533346,,0.14074074074074083,0.6559139784946237,1.333333333333334,8.625000000000002,10.846153846153848,10.000000000000002,9.266666666666667,,0.11149886194946457,-0.04673859100416766,0.1996695027908617,0.2981427061719031,-0.19197946142540168,0.25754083919746673,-0.2522455431928571,
ALADDIN BAKERS INC,NY,BROOKLYN,2020-06-30,199724.55359999998,191.62,1042.2949253731342,0.8887215344583193,1.3947705389469611,1.9813826244659158,4.286963789692679,22.598864557988644,17.07872091457921,25.126589097983462,13.499612769270696,-0.564935064935065,-0.5037037037037038,-0.27956989247311836,0.015151515151515138,3.1875,4.153846153846154,3.7857142857142856,3.466666666666667,3.341240541889271,3.8252839217588015,3.1383370757511972,4.208053882383833,4.635549745191318,2.5078115207392497,4.459287274205499,2.2461819632695588
ALADDIN BAKERS INC,NY,BROOKLYN,2020-09-30,238919.3664,308.88,773.5022222222223,0.19624433798208774,1.259372441620605,1.864730697981615,2.566462083875529,5.324500498536189,27.23000811030008,20.626567532023735,30.25378427924726,0.6119402985074627,-0.2987012987012988,-0.20000000000000007,0.16129032258064502,0.6363636363636365,5.75,7.307692307692308,6.714285714285714,-0.2578854569925936,2.2216977408293817,2.580913372477019,2.071120127781706,2.8649725268832267,3.1822234237481597,1.6031979436695236,3.051416480643163
ALADDIN BAKERS INC,NY,BROOKLYN,2020-12-31,150644.8372,380.38,396.0377443609023,-0.36947414740842033,-0.2457370188859943,0.42459273507475115,0.8062867657901289,1.24874654617116,2.9877610690554013,16.799749932414166,12.63610993175864,0.2314814814814814,0.9850746268656716,-0.13636363636363646,-0.014814814814814836,0.43010752688172027,1.0151515151515151,7.3125,9.23076923076923,-0.4879940445121007,-0.6200329343260271,0.649528430086554,0.8334489727944918,0.5724317954429918,0.978888951561327,1.14132330014005,0.3328528504726491
ALADDIN BAKERS INC,NY,BROOKLYN,2021-03-31,126421.3522,340.34000000000003,371.456050420168,-0.16079864036654823,-0.470861847221105,-0.36702148072794594,0.1955201601986687,0.5158383097389863,0.887151159017866,2.3465345110446396,13.93757434441741,-0.10526315789473673,0.10185185185185208,0.7761194029850746,-0.2272727272727273,-0.11851851851851847,0.27956989247311825,0.8030303030303032,6.437500000000001,-0.062069068644965864,-0.5197737773099105,-0.6436171362081713,0.547143736727689,0.7196485026450683,0.47483241839211376,0.8560611573861026,1.0084133572325924
ALADDIN BAKERS INC,NY,BROOKLYN,2021-06-30,170780.7244,406.12,420.5178873239437,0.3508851268243278,0.13366463513958382,-0.28519513937569185,-0.144918732716096,0.6150104032310193,1.0477234272969254,1.549324432786527,3.5207836973745277,0.19327731092436973,0.06766917293233088,0.3148148148148149,1.1194029850746268,-0.07792207792207806,0.051851851851851816,0.5268817204301075,1.1515151515151518,0.13207978938095088,0.061812651222286075,-0.45634559896179383,-0.5965461626195664,0.7514901556167395,0.9467793146836965,0.6696279735855426,1.1012093241318226
ALADDIN BAKERS INC,NY,BROOKLYN,2021-09-30,757351.166,403.26,1878.0716312056736,3.434640786662455,4.990690281510847,4.027395429386809,2.1699027894291283,2.7919782638082213,6.161991005052457,8.080917830495174,10.305338108070261,-0.007042253521126751,0.18487394957983172,0.06015037593984962,0.3055555555555556,1.1044776119402986,-0.0844155844155845,0.04444444444444429,0.5161290322580643,3.4660921397593514,4.055972648934687,3.7421531355208906,1.4280106472223109,0.8018620118805022,6.822316416865804,7.694495795154955,6.456712369152727
ALADDIN BAKERS INC,NY,BROOKLYN,2021-12-31,514616.8456,260.26,1977.3182417582418,-0.3205043199207275,2.013319257240485,3.0706481669795016,2.416093476318616,1.1539352516883286,1.5766328492121864,3.8665419486997514,5.170444436976311,-0.35460992907801414,-0.35915492957746487,-0.23529411764705888,-0.3157894736842105,-0.15740740740740744,0.3582089552238805,-0.40909090909090917,-0.32592592592592595,0.05284495484810359,3.702102577232405,4.323155295280888,3.992752003850285,1.5563187602454889,0.8970813285408406,7.235686374722658,8.153956032876945
ALADDIN BAKERS INC,NY,BROOKLYN,2022-03-31,487935.734,394.68,1236.281884057971,-0.051846556963933144,-0.35573383140470394,1.8570890287194493,2.859599074910069,2.2389807913045425,1.0422611249650457,1.4430433074203655,3.6142285043391196,0.5164835164835166,-0.02127659574468077,-0.028169014084507005,0.15966386554621836,0.03759398496240607,0.2777777777777779,1.0597014925373136,-0.10389610389610404,-0.37476838176607197,-0.34172804513089317,1.9399032034649406,2.328204999378973,2.121626414808001,0.5982913151900358,0.1861152289649599,4.149211519334959
ALLERGAN INC,CA,IRVINE,2017-03-31,19170355146.0,7211524.32,2658.2944597211035,,,,,,,,,,,,,,,,,,,,,,,,
ALLERGAN INC,CA,IRVINE,2017-06-30,21610524762.0,7802154.359999999,2769.815074768657,0.12728870161329042,,,,,,,,0.08190085948430936,,,,,,,,0.04195194202046881,,,,,,,
ALLERGAN INC,CA,IRVINE,2017-09-30,21805140882.0,7955307.36,2740.955175614987,0.009005617500886132,0.13744063247309013,,,,,,,0.01962957831047074,0.1031381171297221,,,,,,,-0.010419431757941466,0.031095394865531922,,,,,,
ALLERGAN INC,CA,IRVINE,2017-12-31,25027426760.0,8399451.06,2979.6502868129096,0.14777643012891395,0.15811286563518756,0.3055275486235376,,,,,,0.05582986048197136,0.07655535541083558,0.16472616430141906,,,,,,0.08708464601007804,0.07575784172586997,0.12088797233001847,,,,,
ALLERGAN INC,CA,IRVINE,2018-03-31,21943853209.0,10677646.98,2055.12068811625,-0.12320777443761466,0.006361450620780307,0.015424356912707937,0.14467640489063682,,,,,0.27123152498015735,0.3422042036600834,0.36855110618447195,0.48063661802918256,,,,,-0.31028124434211835,-0.2502173306591402,-0.25802964001562445,-0.22690254249265362,,,,
