COMPANY_NAME,STATE,CITY,TRANSACTION_YEAR,YEARLY_CARD_REVENUE,YEARLY_CARD_TRANSACTIONS,avg_basket_size,YoY_revenue_growth_L1,YoY_revenue_growth_L2,YoY_transactions_growth_L1,YoY_transactions_growth_L2,YoY_basket_size_growth_L1,YoY_basket_size_growth_L2
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2018-06-30,22218.6536,114.4,194.219,0.15969989281886376,0.0030496543638980356,2.076923076923077,1.2222222222222223,-0.6230975348338693,-0.5486276555362459
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2018-09-30,13464.250799999998,108.68,123.88894736842103,-0.3940113995026234,-0.29723508495373907,-0.04999999999999993,1.9230769230769234,-0.3621172626343404,-0.7595804237999634
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2018-12-31,41355.1424,168.74,245.08203389830504,2.071477426727672,0.8612803072819855,0.5526315789473684,0.4750000000000001,0.9782396985703652,0.26188495408948165
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2019-03-31,37778.798200000005,194.48000000000002,194.25544117647058,-0.08647882687498598,1.8058596620912626,0.15254237288135597,0.7894736842105263,-0.2073860409650614,0.5679803994039405
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2019-06-30,43224.4384,157.29999999999998,274.7898181818182,0.1441454058747691,0.04520105340031422,-0.1911764705882355,-0.06779661016949168,0.4145797745360784,0.12121567546579182
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2019-09-30,32951.776,203.06,162.27605633802816,-0.23765866672312863,-0.12777066582282137,0.290909090909091,0.04411764705882337,-0.4094538967573532,-0.16462542642185696
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2019-12-31,58179.3784,203.06,286.5132394366197,0.7655915845021526,0.3459834425517949,0.0,0.290909090909091,0.7655915845021526,0.04266323014575657
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2020-03-31,41072.317,148.72,276.1721153846154,-0.29403994801016986,0.24643712678794638,-0.2676056338028169,-0.2676056338028169,-0.03609300593696263,0.701866076960465
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2020-06-30,14229.358,42.9,331.68666666666667,-0.6535535601753366,-0.755422653329689,-0.7115384615384616,-0.7887323943661972,0.20101432472549985,0.1576661075728052
JAMBOREE DENTISTRY II PLLC,TX,HOUSTON,2020-12-31,21378.9004,34.32,622.9283333333333,0.502450103511346,-0.4794815106242972,-0.19999999999999996,-0.7692307692307692,0.8780626293891824,1.2555801206280455
KORG USA INC,NY,MELVILLE,2017-03-31,58481312.69,99819.72,585.8693321319674,,,,,,
KORG USA INC,NY,MELVILLE,2017-06-30,39735347.65,81081.0,490.06977775311105,-0.3205462425128748,,-0.18772563176895307,,-0.16351692967140574,
KORG USA INC,NY,MELVILLE,2017-09-30,42075175.94,83062.98000000001,506.5454663437309,0.05888531064607405,-0.2805363969336031,0.02444444444444449,-0.16787003610108298,0.03361906679117843,-0.1353951494603387
KORG USA INC,NY,MELVILLE,2017-12-31,48434003.81,107026.92,452.540387128771,0.15113015520286388,0.218914811986048,0.2885032537960952,0.32000000000000006,-0.10661447550754155,-0.07657968788935754
KORG USA INC,NY,MELVILLE,2018-03-31,54590004.870000005,116576.45999999999,468.27639876867084,0.12710080884803898,0.29743972901851645,0.0892255892255891,0.4034707158351407,0.034772612760023414,-0.07554912661895485
KORG USA INC,NY,MELVILLE,2018-06-30,37940825.121,86126.04000000001,440.5267573082426,-0.30498586304669084,-0.21664900407910348,-0.26120556414219465,-0.19528619528619517,-0.05925910751298957,-0.026547088751019854
KORG USA INC,NY,MELVILLE,2018-09-30,35666382.353,82342.26000000001,433.1479650060612,-0.059947108708005126,-0.34664995106823115,-0.043933054393305415,-0.293663060278207,-0.016749929895900406,-0.07501645151235381
KORG USA INC,NY,MELVILLE,2018-12-31,42501391.73,89729.64,473.6605622177911,0.19163730454499217,0.12020209350891942,0.0897155361050328,0.04184100418410042,0.09353061882944091,0.07521405762502709
KORG USA INC,NY,MELVILLE,2019-03-31,57592969.43000001,101080.98000000001,569.7705881957219,0.35508431808240015,0.6147690242309001,0.12650602409638556,0.2275711159737417,0.20290907380576684,0.31541790387436963
KORG USA INC,NY,MELVILLE,2019-06-30,38666629.81,79819.73999999999,484.42440190860066,-0.32862239622847667,-0.09022673761746947,-0.21033868092691643,-0.11044176706827324,-0.14979043856472973,0.02272479608690814
KORG USA INC,NY,MELVILLE,2019-09-30,28915081.004,81081.0,356.6196890023557,-0.25219546813149063,-0.49794078530463437,0.015801354401806078,-0.19786096256684504,-0.26382798307166755,-0.3740995123464441
KORG USA INC,NY,MELVILLE,2019-12-31,45060983.78,98198.09999999999,458.87836709671575,0.5583903698477082,0.16537138099235849,0.21111111111111103,0.2302483069977428,0.28674434207608934,-0.0527348224227252
KORG USA INC,NY,MELVILLE,2020-03-31,50185461.519999996,120720.6,415.7158059187909,0.11372316603248378,0.7356154566213227,0.2293577981651378,0.48888888888888893,-0.0940610067347708,0.16571187385014197
KORG USA INC,NY,MELVILLE,2020-06-30,56860755.760000005,131711.58000000002,431.70658008961703,0.1330125107515403,0.2618622806286188,0.09104477611940309,0.3412844036697251,0.038465639129318774,-0.05921348434665219
KORG USA INC,NY,MELVILLE,2020-09-30,45295754.70999999,95675.58,473.43067802672317,-0.20339161686161888,-0.09743273573465794,-0.27359781121751037,-0.20746268656716416,0.09664920541272437,0.1388325179995844
KORG USA INC,NY,MELVILLE,2020-12-31,71839344.39,154414.26,465.23775971208875,0.5860061246344561,0.26342577459262384,0.6139359698681732,0.17236662106703138,-0.01730542335951446,0.07767122663618209
KORG USA INC,NY,MELVILLE,2021-03-31,49939065.379999995,87207.12,572.6489463245662,-0.3048507638252962,0.10251094610804423,-0.4352392065344225,-0.08851224105461397,0.23087375083000272,0.20957295946977594
KORG USA INC,NY,MELVILLE,2021-06-30,31076853.609,64864.8,479.10197224072226,-0.3777045410736518,-0.5674117870523623,-0.25619834710743794,-0.5799299883313886,-0.16335832744346535,0.029800273600348648
KORG USA INC,NY,MELVILLE,2021-09-30,49374347.03,98017.92,503.72775743455895,0.5887820450298404,-0.011308148154213549,0.5111111111111111,0.12396694214876036,0.05139988274033569,-0.12035504357838112
KORG USA INC,NY,MELVILLE,2021-12-31,51359568.462,103783.68000000001,494.87133682289925,0.04020754807742111,0.6526630754899212,0.05882352941176472,0.6000000000000001,-0.01758176014910251,0.03291442218120055
KORG USA INC,NY,MELVILLE,2022-03-31,66056247.45,76216.14,866.6963119622694,0.28615269614022965,0.3378657425051925,-0.2656250000000001,-0.22242647058823528,0.7513568628292489,0.7205649265315004
LAND O'LAKES INC,MN,ARDEN HILLS,2017-03-31,863168.5062,38378.34,22.491032863849767,,,,,,
LAND O'LAKES INC,MN,ARDEN HILLS,2017-06-30,712440.729,41981.94,16.970171673819742,-0.1746214975608431,,0.09389671361502372,,-0.24546943768437612,
LAND O'LAKES INC,MN,ARDEN HILLS,2017-09-30,2350300.3526,54774.72,42.90848684575658,2.298941591813457,1.7228754706852394,0.3047210300429184,0.427230046948357,1.5284651016201827,0.9078041949209075
LAND O'LAKES INC,MN,ARDEN HILLS,2017-12-31,4739506.972,73333.26000000001,64.62970515697788,1.0165537424852786,5.652493013211769,0.3388157894736843,0.7467811158798285,0.5062219599890043,2.808429661126148
LAND O'LAKES INC,MN,ARDEN HILLS,2018-03-31,9089852.171600001,59819.76,151.95400602743976,0.9178898196164529,2.867527893421974,-0.1842751842751843,0.09210526315789469,1.3511480619996878,2.5413508421695186
LAND O'LAKES INC,MN,ARDEN HILLS,2018-06-30,1772578.4076,54054.0,32.79273333333333,-0.8049937035127833,-0.6259994092060595,-0.09638554216867468,-0.262899262899263,-0.7841930318874802,-0.49260586515622073
LAND O'LAKES INC,MN,ARDEN HILLS,2018-09-30,3623196.3766,69369.3,52.23054545166234,1.044026013780492,-0.6014020571291379,0.28333333333333344,0.15963855421686746,0.5927475432055782,-0.6562739817321395
LAND O'LAKES INC,MN,ARDEN HILLS,2018-12-31,4034851.8205999997,104324.22,38.67607944348877,0.11361665259399945,1.2762614072812877,0.5038961038961038,0.9299999999999999,-0.25951224309380005,0.17941005558615952
